,window_size(minutes),dt(minutes),max_dist(deg),min_samples,grid_km,pred(hours),thr(%),thr_future(%),tn,fp,fn,tp,roc_auc,accuracy,precision,recall,f1,hss,hss2,tss,csi,n_cases,gauss_bandwith
417,0 days 00:15:00,0 days 00:30:00,0.3,3,2,6,1.674282361280102e-173,0.7,51321899,36845844,1249041,2277016,0.6416264091715016,0.5845424118097406,0.058201675439883485,0.645768346909877,0.10677954612540337,0.038978726744662774,0.019489363372331415,0.22786217458106955,0.056401010197661985,842,0.1
418,0 days 00:15:00,0 days 00:30:00,0.3,3,2,6,4.9062369263655614e-178,0.6,51100973,37812497,965482,1814848,0.6420216364356344,0.5770926823841961,0.04579787013235431,0.6527455374002367,0.08559054463608298,0.03066011899672476,0.01533005949836239,0.227472550078968,0.04470858853954666,842,0.1
419,0 days 00:15:00,0 days 00:30:00,0.3,3,2,6,2.2891178984792098e-178,0.5,51280296,38248410,749765,1415329,0.6417230648254229,0.5746912550248763,0.03568319668501248,0.6537032572257833,0.06767241151575996,0.023965527968093023,0.01198276398404652,0.22648374620101763,0.0350211899468059,842,0.1
420,0 days 00:15:00,0 days 00:30:00,0.3,3,5,1,3.2554724534552217e-34,0.99,10263386,2401525,400795,1605302,0.8829600342635322,0.8089892664498581,0.40064170477038313,0.8002115550743558,0.5339505372095172,0.4300921757438118,0.21504608787190593,0.6105911937469055,0.36421045180371636,842,0.1
421,0 days 00:15:00,0 days 00:30:00,0.3,3,5,1,1.7478549591357297e-29,0.95,10676129,2515862,293319,1185698,0.8826627331631107,0.808521609421793,0.3203238634521661,0.801679764329957,0.45774746712576614,0.3664814240570589,0.18324071202852948,0.6109684456215073,0.2968044839405649,842,0.1
422,0 days 00:15:00,0 days 00:30:00,0.3,3,5,1,1.8628198917341557e-27,0.9,10869590,2591188,238167,972063,0.8823443859939489,0.8071465164493128,0.2728022808384815,0.80320517587566,0.4072763670788676,0.3240275284642485,0.1620137642321243,0.6107060498964633,0.25571063219040896,842,0.1
423,0 days 00:15:00,0 days 00:30:00,0.3,3,5,1,5.95933915965039e-25,0.8,11106862,2655754,178754,729638,0.8817282015962059,0.806795279506357,0.21552541035129757,0.8032193150093793,0.33985780374606644,0.26842987170546717,0.13421493585273364,0.6102506235919918,0.20471608065438396,842,0.1
424,0 days 00:15:00,0 days 00:30:00,0.3,3,5,1,2.693384190001324e-23,0.7,11267889,2690558,140434,572127,0.8810584386937514,0.8070349358408093,0.17535465421884122,0.8029165222345876,0.28784482771632247,0.22614826202779928,0.11307413101389954,0.6101616978619335,0.1681184231289003,842,0.1
425,0 days 00:15:00,0 days 00:30:00,0.3,3,5,1,3.2659312301023066e-23,0.6,11306216,2802251,108485,454056,0.8796989680659709,0.8015994538343922,0.13943894110721133,0.8071518342663023,0.23779736716412908,0.18446908140014914,0.09223454070007461,0.6085299003595214,0.13494325949419755,842,0.1
426,0 days 00:15:00,0 days 00:30:00,0.3,3,5,1,2.4233842853183384e-22,0.5,11395153,2837543,85896,352416,0.877475436143268,0.8007335964918021,0.11047665502910853,0.8040300060231068,0.19426112327331668,0.14958562783442808,0.0747928139172139,0.6046620858483205,0.10757985319863059,842,0.1
427,0 days 00:15:00,0 days 00:30:00,0.3,3,5,2,5.336588186151304e-57,0.99,9208794,3534222,461036,1466956,0.8144359690079788,0.7276766531652086,0.293322093314815,0.7608724517529118,0.42341463696229126,0.28843013353679253,0.14421506676839624,0.48352664915798454,0.26856435870143497,842,0.1
428,0 days 00:15:00,0 days 00:30:00,0.3,3,5,2,3.9684735327681514e-53,0.95,9514461,3735391,333419,1087737,0.813985449314272,0.7226632280481341,0.22552521931825156,0.7653888806014258,0.34839446764432885,0.2337266159362773,0.11686330796813872,0.48346942972755946,0.21094290423417067,842,0.1
429,0 days 00:15:00,0 days 00:30:00,0.3,3,5,2,3.113335490883952e-50,0.9,9712132,3795336,273554,889986,0.8138307078605862,0.7226577751167472,0.18995193926906198,0.7648950616222906,0.30432791883275756,0.20306716683897424,0.10153358341948722,0.4839144959085684,0.17947333226319837,842,0.1
430,0 days 00:15:00,0 days 00:30:00,0.3,3,5,2,5.983855095145576e-48,0.8,9893562,3903559,203681,670206,0.8131569528259,0.7200437761331737,0.14653267056790192,0.7669252431950584,0.246053161986118,0.16226204006731634,0.08113102003365816,0.4839996241474324,0.1402854160988947,842,0.1
431,0 days 00:15:00,0 days 00:30:00,0.3,3,5,2,5.983855095145576e-48,0.7,9941588,4044081,155655,529684,0.812340149387083,0.713739096863692,0.11580918564902219,0.7728788234727632,0.20143507335089778,0.1308111708294621,0.06540558541473109,0.4837198994341634,0.11199766567570653,842,0.1
432,0 days 00:15:00,0 days 00:30:00,0.3,3,5,2,1.5174844617527792e-47,0.6,9996428,4133907,120974,419699,0.8115242336826648,0.7099803230970906,0.09216849239921064,0.7762529292196947,0.16477267931340234,0.10586374689447024,0.05293187344723507,0.48369744486635136,0.08978325325483787,842,0.1
433,0 days 00:15:00,0 days 00:30:00,0.3,3,5,2,1.8902210204331116e-47,0.5,10029068,4220675,92977,328288,0.8103259301282264,0.7059743952153799,0.07216765667252074,0.7792909451295503,0.13210178687979707,0.08395371146685109,0.041976855733425585,0.48309788396346476,0.07072215496107231,842,0.1
434,0 days 00:15:00,0 days 00:30:00,0.3,3,5,3,8.085919517382678e-83,0.99,8543074,4277708,508540,1341686,0.7545587000031135,0.6737614756941036,0.23875990898662738,0.7251470901392587,0.35923808707805754,0.20917827955572688,0.10458913977786344,0.39149287154323237,0.21894589595775674,842,0.1
435,0 days 00:15:00,0 days 00:30:00,0.3,3,5,3,3.2587164833384375e-80,0.95,8779087,4527527,364092,1000302,0.7544173968619758,0.66657921527955,0.1809574789668783,0.7331474632694075,0.2902697721765532,0.16582983787795796,0.082914918938979,0.39290110157288577,0.16977518877120043,842,0.1
436,0 days 00:15:00,0 days 00:30:00,0.3,3,5,3,2.955476146364723e-79,0.9,8884473,4669648,292414,824473,0.75415899989648,0.6617777047084972,0.15006458721968446,0.7381883753683228,0.2494242935419228,0.14069196530375708,0.07034598265187855,0.39366968618146964,0.14248129493729841,842,0.1
437,0 days 00:15:00,0 days 00:30:00,0.3,3,5,3,2.0510836078708266e-79,0.8,8960403,4871999,210904,627702,0.7546722760143108,0.6535409836870104,0.1141338410942704,0.7485064499896257,0.19806613974362552,0.10975773841495048,0.054878869207475256,0.39629003811842645,0.10991865135130166,842,0.1
438,0 days 00:15:00,0 days 00:30:00,0.3,3,5,3,2.0510836078708266e-79,0.7,9010085,5003342,161222,496359,0.7545976709804632,0.6479748358122359,0.09025199733585516,0.7548256412518002,0.1612266581261017,0.08822056187989057,0.0441102809399453,0.39778649586644943,0.08768163778238991,842,0.1
439,0 days 00:15:00,0 days 00:30:00,0.3,3,5,3,1.309447802276638e-76,0.6,9143559,5008529,128633,390287,0.7538536172588387,0.6498426011355184,0.07229122088991365,0.7521140060124875,0.13190416064521973,0.07201409772071175,0.03600704886035597,0.39820658259906605,0.07060888304894355,842,0.1
440,0 days 00:15:00,0 days 00:30:00,0.3,3,5,3,1.3123770016779571e-76,0.5,9172774,5093905,99456,304873,0.7522907928222856,0.6460119849978951,0.05647074208274539,0.7540220958674743,0.10507233452700425,0.05670086743036844,0.028350433715184326,0.3969729886435716,0.05544925879837053,842,0.1
441,0 days 00:15:00,0 days 00:30:00,0.3,3,5,4,6.053075385615727e-110,0.99,8186601,4720460,540483,1223464,0.7113417832815259,0.6414054848855648,0.20583439492160396,0.6935945354367223,0.3174583487450685,0.16207717192604842,0.08103858596302421,0.3278675895425331,0.18867785442832322,842,0.1
442,0 days 00:15:00,0 days 00:30:00,0.3,3,5,4,1.2468623270359742e-103,0.95,8503587,4868278,400453,898690,0.7112761953819483,0.6408746420150545,0.15583405352691396,0.6917560268577054,0.254366227759513,0.12838061044507948,0.0641903052225397,0.32768728999863606,0.14571568894032044,842,0.1
443,0 days 00:15:00,0 days 00:30:00,0.3,3,5,4,6.739710280212994e-106,0.9,8522422,5085643,317257,745686,0.7113667999254725,0.6317294626245177,0.12787582384735965,0.7015296210615245,0.21632044688692292,0.10685383199123048,0.05342691599561524,0.32780690589224803,0.12127764009481204,842,0.1
444,0 days 00:15:00,0 days 00:30:00,0.3,3,5,4,6.739710280212994e-106,0.8,8606463,5267128,233216,564201,0.7114719358626646,0.6250875195487591,0.09675341590227544,0.7075357059104584,0.1702285771697995,0.08248733772324955,0.04124366886162475,0.3278843236547757,0.09303270072198326,842,0.1
445,0 days 00:15:00,0 days 00:30:00,0.3,3,5,4,4.483751736307063e-110,0.7,8547965,5497946,175501,449596,0.7114050696747285,0.6132885347755246,0.0755935813483957,0.7192419736456902,0.1368083657112463,0.06468552030622714,0.03234276015311356,0.3278151733477245,0.07342688921178571,842,0.1
446,0 days 00:15:00,0 days 00:30:00,0.3,3,5,4,7.237457167244012e-111,0.6,8565238,5612667,136383,356720,0.7109769515543558,0.6081353101300196,0.05975822978138291,0.7234188394716723,0.11039707604963413,0.05150272721345141,0.02575136360672573,0.32754462533354683,0.05842342571043456,842,0.1
447,0 days 00:15:00,0 days 00:30:00,0.3,3,5,4,7.254210521091977e-111,0.5,8595852,5691044,105787,278325,0.7097059310397817,0.6048784786975783,0.046625531107224234,0.724593347773566,0.08761338862900511,0.04040346723138882,0.020201733615694342,0.3262532184690621,0.04581363836582962,842,0.1
448,0 days 00:15:00,0 days 00:30:00,0.3,3,5,5,2.0184495443585367e-147,0.99,7806926,5178065,556904,1129113,0.6735716395857814,0.6090950942157485,0.17902031621749062,0.6696925357217632,0.28251856735635755,0.12356674177271382,0.06178337088635688,0.2709194445428783,0.16449584955424484,842,0.1
449,0 days 00:15:00,0 days 00:30:00,0.3,3,5,5,1.5047389371511e-141,0.95,8081018,5347728,410625,831637,0.6735898076437106,0.6075012023713708,0.13458292235529054,0.6694537867213196,0.22411177495177267,0.09675108057446243,0.048375540287231136,0.2712238998800613,0.1261970048512972,842,0.1
450,0 days 00:15:00,0 days 00:30:00,0.3,3,5,5,7.81484712521626e-137,0.9,8257554,5397420,339149,676885,0.6735090572001508,0.6089860355880115,0.11143414761030274,0.6662030995025757,0.19093163246496392,0.08200098275859527,0.04100049137929761,0.2709317500294826,0.10554141340999718,842,0.1
451,0 days 00:15:00,0 days 00:30:00,0.3,3,5,5,7.729883594832492e-137,0.8,8345533,5563231,251060,511184,0.6737909071423941,0.6036883764223971,0.0841536180850337,0.6706304018135925,0.14954204970585777,0.0630357758862516,0.031517887943125815,0.27065014476127636,0.08081353574237508,842,0.1
452,0 days 00:15:00,0 days 00:30:00,0.3,3,5,5,1.3936144601323055e-141,0.7,8299542,5773931,191379,406156,0.6737667418537105,0.593394673358504,0.06572011041268513,0.6797191796296451,0.11985206610814236,0.04923251431028166,0.024616257155140795,0.2694486657344609,0.06374608292659806,842,0.1
453,0 days 00:15:00,0 days 00:30:00,0.3,3,5,5,1.4671338689721407e-141,0.6,8340954,5858592,150452,321010,0.6737243367234846,0.5904136920925951,0.05194671113123467,0.680882022305085,0.09652891627565152,0.03915149399769573,0.01957574699884796,0.268291929635925,0.05071204763814021,842,0.1
454,0 days 00:15:00,0 days 00:30:00,0.3,3,5,5,1.1794104887088475e-146,0.5,8265791,6037895,114264,253058,0.6729240784368685,0.5806587386497233,0.040225701892861065,0.6889268815916281,0.07601308146629569,0.03012637985831529,0.015063189929157672,0.26680526902267204,0.03950810721947438,842,0.1
455,0 days 00:15:00,0 days 00:30:00,0.3,3,5,6,7.925864971349574e-177,0.99,7776326,5308475,585453,1000754,0.6409004986529027,0.5982601877117101,0.15861747925142675,0.6309100892884725,0.25350189653870914,0.097566249573448,0.048783124786724016,0.2252122876940883,0.14514868125897612,842,0.1
456,0 days 00:15:00,0 days 00:30:00,0.3,3,5,6,7.933258633218338e-177,0.95,7938240,5564006,423552,745210,0.6404773626761486,0.5918782131398197,0.11811451692254632,0.6376062876787575,0.19930788777394104,0.07495687810823505,0.037478439054117484,0.22552625299415763,0.1106840455515473,842,0.1
457,0 days 00:15:00,0 days 00:30:00,0.3,3,5,6,7.925864971349574e-177,0.9,8018413,5696525,343366,612704,0.6404101521675813,0.5883111099114662,0.09711234130192453,0.6408568410262847,0.16866587321457796,0.06256369489210761,0.03128184744605382,0.2255049816157646,0.09210000007515864,842,0.1
458,0 days 00:15:00,0 days 00:30:00,0.3,3,5,6,8.394479767093163e-177,0.8,8107569,5846381,254637,462421,0.6407901552291504,0.5841445932004127,0.07329775130048462,0.6448864666456549,0.1316339921376173,0.04807894979108716,0.024039474895543624,0.22590968946070006,0.07045407140982037,842,0.1
459,0 days 00:15:00,0 days 00:30:00,0.3,3,5,6,8.394479767093163e-177,0.7,8163858,5945233,198348,363569,0.640914011219279,0.5812434292176788,0.057628849344138554,0.6470154844932614,0.10583142754055289,0.038179369703144075,0.019089684851572083,0.2256394369505813,0.0558722328515556,842,0.1
460,0 days 00:15:00,0 days 00:30:00,0.3,3,5,6,2.0261441446212877e-176,0.6,8212480,6015461,156492,286575,0.6404706811942986,0.5793095471013308,0.04547339939029228,0.6467983397544841,0.08497275727294305,0.030246854147736136,0.0151234270738681,0.22400624355447873,0.04437156578093336,842,0.1
461,0 days 00:15:00,0 days 00:30:00,0.3,3,5,6,1.5725283815694982e-185,0.5,8091801,6234193,118357,226657,0.6394866824406971,0.5669997589804328,0.035081606909307596,0.6569501527474247,0.0666063853171324,0.022983430333388614,0.011491715166694188,0.22178362957283737,0.034450504445292573,842,0.1
