,window_size(minutes),dt(minutes),max_dist(deg),min_samples,grid_km,pred(hours),thr(%),thr_future(%),tn,fp,fn,tp,roc_auc,accuracy,precision,recall,f1,hss,hss2,tss,csi,n_cases,gauss_bandwith
1160,0 days 00:30:00,0 days 00:15:00,0.3,3,2,4,7.605692357422707e-250,0.6,34297044,23272479,738926,1150951,0.6228008185193373,0.5961714211714212,0.04712487148610985,0.6090084169498862,0.08748052838816496,0.030263124831839794,0.015131562415919878,0.20475842863575683,0.04574098705224582,546,0.1
1161,0 days 00:30:00,0 days 00:15:00,0.3,3,2,4,2.530019988502764e-240,0.5,34958319,23028077,586887,886117,0.6227769354800873,0.6028388446570265,0.037054019048268994,0.6015713467173205,0.06980817654630496,0.024269076204444646,0.01213453810222231,0.2044423890907765,0.036166445064199415,546,0.1
1162,0 days 00:30:00,0 days 00:15:00,0.3,3,2,5,7.878134009199299e-272,0.99,34468119,18650253,3157291,3183737,0.5876105641007372,0.6332363932363932,0.14581562966732145,0.5020853085651096,0.22599715819170016,0.07273204915181354,0.036366024575906826,0.15097791769853708,0.12739390990001673,546,0.1
1163,0 days 00:30:00,0 days 00:15:00,0.3,3,2,5,2.2731086794511963e-274,0.95,35245108,19548968,2280491,2384833,0.5888969990314752,0.632867822413277,0.10872866950876413,0.511182717427557,0.17931665045372733,0.05733477116200861,0.02866738558100427,0.15441115693988683,0.09848865289970073,546,0.1
1164,0 days 00:30:00,0 days 00:15:00,0.3,3,2,5,5.87702022808159e-277,0.9,35578913,20064096,1845827,1970564,0.5893847365961227,0.6315145628781993,0.08943019769762728,0.5163422720575539,0.15245523286461352,0.04832437901094831,0.024162189505474073,0.15575616500500394,0.0825177476489487,546,0.1
1165,0 days 00:30:00,0 days 00:15:00,0.3,3,2,5,2.2733462392400886e-274,0.8,36146175,20450856,1379427,1482942,0.5895224824990919,0.6328539642176005,0.06760990504243725,0.518082050217844,0.11961058336153327,0.03765156993180145,0.018825784965900805,0.15674055157986777,0.0636094748796016,546,0.1
1166,0 days 00:30:00,0 days 00:15:00,0.3,3,2,5,6.014665084574706e-273,0.7,36503713,20712526,1077844,1165317,0.5895122508939713,0.6335252289797745,0.05326471169941205,0.5194977088135894,0.09662259497987728,0.030258197363026658,0.015129098681513256,0.1574933834331672,0.050763760631515845,546,0.1
1167,0 days 00:30:00,0 days 00:15:00,0.3,3,2,5,1.430179970004243e-268,0.6,36902562,20786855,852220,917763,0.5896097878604506,0.6360697383424656,0.042284227255232044,0.5185151495805327,0.07819199994070188,0.02449343334632443,0.012246716673162248,0.15819160878274652,0.04068668667124355,546,0.1
1168,0 days 00:30:00,0 days 00:15:00,0.3,3,2,5,9.968871594085299e-263,0.5,37322522,20757956,668778,710144,0.5892631599022802,0.6396409314591133,0.033079033542791396,0.5149993980805295,0.06216512594070246,0.019429300636037348,0.009714650318018651,0.15759951579994635,0.032079681696759586,546,0.1
1169,0 days 00:30:00,0 days 00:15:00,0.3,3,2,6,3.5725136494963456e-230,0.99,38478980,14957600,3694944,2327876,0.5583955588611172,0.6862978099341736,0.13467236887199405,0.38650930959251645,0.1997465623398639,0.05826153415991802,0.0291307670799591,0.10659618640985769,0.1109546901348972,546,0.1
