,window_size(minutes),dt(minutes),max_dist(deg),min_samples,grid_km,pred(hours),thr(%),thr_future(%),tn,fp,fn,tp,roc_auc,accuracy,precision,recall,f1,hss,hss2,tss,csi,n_cases,gauss_bandwith
1646,0 days 00:45:00,0 days 01:00:00,0.3,3,10,2,1.1288049142585629e-10,0.95,3104690,834040,76125,280161,0.8663620023211944,0.7880881002538757,0.2514456547786261,0.7863373806436402,0.3810451911509588,0.2920494451207881,0.14602472256039403,0.5745838458748188,0.23536493364002803,986,0.1
1647,0 days 00:45:00,0 days 01:00:00,0.3,3,10,2,5.880705507360816e-10,0.9,3148110,855676,61705,229525,0.8660517236404222,0.786408013381091,0.21150459684427125,0.7881227895477801,0.33350745515031266,0.2537150114590421,0.1268575057295211,0.5744060724205411,0.20012538080714548,986,0.1
1648,0 days 00:45:00,0 days 01:00:00,0.3,3,10,2,3.501996502965582e-09,0.8,3196795,880071,45757,172393,0.8657562495722673,0.7844413152360783,0.1637994268687575,0.7902498280999313,0.2713538493987946,0.20441123291298982,0.10220561645649497,0.5743803342289039,0.1569747801216695,986,0.1
1649,0 days 00:45:00,0 days 01:00:00,0.3,3,10,2,1.5705707880794077e-08,0.7,3235527,888684,36072,134733,0.8649608211149548,0.7846909068557603,0.131650148473203,0.7888118029331694,0.22564146364746254,0.16900001327544847,0.08450000663772422,0.573332042077093,0.12716790830296493,986,0.1
1650,0 days 00:45:00,0 days 01:00:00,0.3,3,10,2,1.0382194538602799e-07,0.6,3281614,878770,28985,105647,0.864440653963097,0.7886492157421532,0.10731935754868109,0.7847094301503358,0.18881568188703088,0.14146785291701358,0.07073392645850687,0.5734861392233445,0.10424984359612474,986,0.1
1651,0 days 00:45:00,0 days 01:00:00,0.3,3,10,2,1.2879439444920802e-07,0.5,3292734,897503,22535,82244,0.8628973473227268,0.7857893893759651,0.08394412026778342,0.7849282776128804,0.1516681020095415,0.11255192668455649,0.05627596334227827,0.5707391995249346,0.08205674650447678,986,0.1
1652,0 days 00:45:00,0 days 01:00:00,0.3,3,10,3,2.311797211782729e-15,0.99,2835095,995872,107215,356834,0.8302481649872132,0.7431704561752506,0.26379272362213224,0.7689575885305215,0.392825669944489,0.2764044996608778,0.13820224983043894,0.509004422658824,0.2444200747848685,986,0.1
1653,0 days 00:45:00,0 days 01:00:00,0.3,3,10,3,7.108573985670541e-14,0.95,2912341,1041191,77752,263732,0.8298601117050972,0.7394787353527903,0.20210541158367198,0.7723114406531492,0.3203727875306652,0.22236539626170643,0.1111826981308533,0.5089542704063925,0.19074041260599925,986,0.1
1654,0 days 00:45:00,0 days 01:00:00,0.3,3,10,3,1.4985325655430712e-12,0.9,2970546,1045258,64283,214929,0.8298517248706613,0.7416677842410832,0.17055325915915653,0.769769923928771,0.2792375466009787,0.1933858415018154,0.09669292075090767,0.5094838143477256,0.16227547622822713,986,0.1
1655,0 days 00:45:00,0 days 01:00:00,0.3,3,10,3,1.1232069069708878e-10,0.8,3054630,1031033,49601,159752,0.8300346460220189,0.7483981433363694,0.1341568797054044,0.7630748066662527,0.22819464938456063,0.15841918464746899,0.07920959232373444,0.5107209047413999,0.12879216630951978,986,0.1
1656,0 days 00:45:00,0 days 01:00:00,0.3,3,10,3,1.4328846830380165e-10,0.7,3070133,1060864,38139,125880,0.829797952030504,0.7441213257412778,0.10607173914508942,0.7674720611636456,0.18638354766898413,0.12786103732869214,0.06393051866434621,0.510666258593467,0.10276899916155258,986,0.1
1657,0 days 00:45:00,0 days 01:00:00,0.3,3,10,3,2.5046105197634625e-10,0.6,3087903,1077807,30006,99300,0.8289059112308875,0.7420701110310183,0.08435936580106991,0.7679458029789801,0.15201930782991288,0.1033752189043499,0.05168760945217501,0.5092127178626373,0.08226238968514132,986,0.1
1658,0 days 00:45:00,0 days 01:00:00,0.3,3,10,3,2.1433654823498625e-09,0.5,3131891,1062511,24290,76324,0.8270834063511973,0.7469622930391877,0.06701936628220945,0.7585823046494523,0.1231579516381876,0.08371339233239784,0.041856696166198935,0.5052658604936465,0.06561977431488447,986,0.1
1659,0 days 00:45:00,0 days 01:00:00,0.3,3,10,4,2.2426187304521766e-19,0.99,2679529,1172168,108216,335103,0.7977738924987116,0.7018907496502923,0.22232431991327373,0.7558958673099957,0.3435914261838726,0.21901031422650868,0.10950515711325436,0.4515707867026686,0.20743156707543917,986,0.1
1660,0 days 00:45:00,0 days 01:00:00,0.3,3,10,4,1.68607804718735e-17,0.95,2758720,1210115,79311,246870,0.7979009477340097,0.6997855188432359,0.1694389441209072,0.7568497245394428,0.27688953243837083,0.17443304129039536,0.08721652064519773,0.45194538863230627,0.16069168962231237,986,0.1
1661,0 days 00:45:00,0 days 01:00:00,0.3,3,10,4,1.6909423284423608e-15,0.9,2828799,1199530,66567,200120,0.7983252596724991,0.7052171633353636,0.14297860179330546,0.7503927825503305,0.24019150988065438,0.1517064768083811,0.07585323840419063,0.45261918957915065,0.13648730031093623,986,0.1
1662,0 days 00:45:00,0 days 01:00:00,0.3,3,10,4,1.7043587744743756e-15,0.8,2847049,1248139,48421,151407,0.7989036508638894,0.698124523866733,0.10818293932460955,0.7576866104850171,0.18933282646835575,0.11747290381926755,0.05873645190963386,0.45290475431626487,0.10456522835119861,986,0.1
1663,0 days 00:45:00,0 days 01:00:00,0.3,3,10,4,1.3917761482677049e-13,0.7,2915441,1223095,39262,117218,0.7993248594258783,0.7060879400682093,0.08745569131986335,0.749092535787321,0.15662553205419855,0.09775571685456816,0.048877858427284114,0.453554451788535,0.08496674700541834,986,0.1
1664,0 days 00:45:00,0 days 01:00:00,0.3,3,10,4,1.3602742928190406e-13,0.6,2923817,1247895,30549,92755,0.7993558769503333,0.7023424359769557,0.06918658859508448,0.7522464802439499,0.12671846246535068,0.07825185407303537,0.039125927036517676,0.4531138939100899,0.06764517768755665,986,0.1
1665,0 days 00:45:00,0 days 01:00:00,0.3,3,10,4,1.3602742928190406e-13,0.5,2930768,1268373,23598,72277,0.7989209327041892,0.6991929715744947,0.05391190840264051,0.7538670143415906,0.10062755608151616,0.06152590464518861,0.030762952322594347,0.4518116654023671,0.052979370319765906,986,0.1
1666,0 days 00:45:00,0 days 01:00:00,0.3,3,10,5,8.161047527550368e-24,0.99,2551360,1321196,110201,312259,0.7660948401935233,0.6667306943676112,0.19116473976938453,0.7391445343937888,0.3037664494884273,0.17478757522406496,0.08739378761203244,0.3979755493616808,0.17908291543744867,986,0.1
1667,0 days 00:45:00,0 days 01:00:00,0.3,3,10,5,1.2024468011599694e-20,0.95,2652079,1331801,82600,228536,0.766737747521101,0.670687839113987,0.1464657955300682,0.734521238300936,0.24423114840556076,0.14039481581607519,0.07019740790803763,0.40022376950167493,0.13910210799318537,986,0.1
1668,0 days 00:45:00,0 days 01:00:00,0.3,3,10,5,2.521502829251951e-20,0.9,2676125,1364457,66354,188080,0.7672040617235716,0.6668671315776239,0.12114365068272125,0.7392093823938625,0.20817157552611523,0.11843132409512094,0.05921566204756053,0.40152114837212993,0.11617829736529513,986,0.1
1669,0 days 00:45:00,0 days 01:00:00,0.3,3,10,5,4.8837461991243803e-17,0.8,2774841,1329420,51901,138854,0.7681177067696556,0.6783897894676062,0.09456954219716483,0.7279180100128437,0.1673918900754598,0.0963535477452458,0.0481767738726229,0.4040058611509658,0.09134079957899584,986,0.1
1670,0 days 00:45:00,0 days 01:00:00,0.3,3,10,5,2.8562255308998634e-16,0.7,2807342,1338229,40414,109031,0.7687782664175226,0.6790133028608042,0.07533615245360198,0.7295727525176486,0.13656999884136395,0.07844117507500727,0.0392205875375037,0.4067634217885404,0.07328957822748801,986,0.1
1671,0 days 00:45:00,0 days 01:00:00,0.3,3,10,5,4.648409145975645e-17,0.6,2795424,1381769,30730,87093,0.7693906258009438,0.6711306779765197,0.05929284030766675,0.73918504875958,0.10977982397262216,0.062145381422848714,0.031072690711424406,0.408396167326522,0.05807779716082775,986,0.1
1672,0 days 00:45:00,0 days 01:00:00,0.3,3,10,5,3.3008517992404723e-16,0.5,2825357,1377973,24112,67574,0.7694523666534115,0.6735553488042885,0.04674631817574939,0.7370154658290251,0.0879164056457284,0.049766717579277184,0.024883358789638675,0.4091865777807396,0.04597937344649337,986,0.1
1673,0 days 00:45:00,0 days 01:00:00,0.3,3,10,6,3.971669661862634e-24,0.99,2534035,1361233,118605,281143,0.7383985072351076,0.655452273053232,0.17118065534323443,0.7033005793649999,0.2753437107638909,0.1477570029709731,0.07387850148548657,0.35384246762531985,0.15965135342175754,986,0.1
1674,0 days 00:45:00,0 days 01:00:00,0.3,3,10,6,7.97932833643339e-21,0.95,2636585,1364599,89281,204551,0.7382114043803838,0.6614960223663893,0.13035783704553422,0.6961495003947834,0.21959525105449224,0.11794306516100501,0.05897153258050252,0.3551007008394518,0.12334007263491818,986,0.1
1675,0 days 00:45:00,0 days 01:00:00,0.3,3,10,6,3.853236260959357e-19,0.9,2691965,1362878,74000,166173,0.7384825310788177,0.6654545640807857,0.10867721220547909,0.6918887635162987,0.18784845785496918,0.10094992964149514,0.05047496482074753,0.3557775996561936,0.10366045746517111,986,0.1
1676,0 days 00:45:00,0 days 01:00:00,0.3,3,10,6,3.689378953527978e-19,0.8,2711389,1403759,54116,125752,0.7393883381461815,0.6605658744926678,0.08221712691180384,0.6991349211644095,0.14713179464589188,0.07803673897614709,0.0390183694880736,0.3580149906054113,0.07940758777161541,986,0.1
1677,0 days 00:45:00,0 days 01:00:00,0.3,3,10,6,1.9132688512413816e-18,0.7,2740812,1413344,42304,98556,0.7400169024318379,0.6610843824563168,0.06518685098220782,0.6996734346159307,0.11926232483845205,0.06304297222597964,0.03152148611298983,0.3594493313323756,0.06341252499671858,986,0.1
1678,0 days 00:45:00,0 days 01:00:00,0.3,3,10,6,1.1321015683977314e-17,0.6,2769291,1414658,33299,77768,0.7414430436197289,0.6628750626307329,0.05210844624792117,0.7001899754202419,0.09699824071573745,0.051332554663638966,0.025666277331819465,0.3620744773584825,0.05097117763686117,986,0.1
1679,0 days 00:45:00,0 days 01:00:00,0.3,3,10,6,1.2090457223547454e-17,0.5,2777642,1430934,25667,60773,0.742329014135144,0.6608624973690436,0.040740574388938314,0.7030657103192967,0.07701817384565571,0.04051293748883848,0.020256468744419245,0.36306139532058923,0.040051430959012084,986,0.1
1680,0 days 00:45:00,0 days 01:00:00,0.3,3,2,1,4.042849269389992e-10,0.99,79833063,14778033,2522167,10242137,0.9010688815848443,0.8388811589991748,0.4093552122147851,0.8024046591181156,0.5421346873850884,0.45658209843879566,0.22829104921939786,0.6462069864899496,0.3718688432285176,986,0.1
1681,0 days 00:45:00,0 days 01:00:00,0.3,3,2,1,4.241155280084228e-08,0.95,82720726,15268138,1874548,7511988,0.9005392542178773,0.8403481058044953,0.32976059921705436,0.8002939529555951,0.4670666791599327,0.3917556147029688,0.19587780735148444,0.6444789207494865,0.3046881901581826,986,0.1
1682,0 days 00:45:00,0 days 01:00:00,0.3,3,2,1,4.668354515324684e-07,0.9,84342963,15361098,1556924,6114415,0.9002390195862596,0.8424404286270412,0.2847156666292442,0.7970466433565249,0.4195592031688362,0.3512594188034363,0.1756297094017183,0.6429797192419695,0.26546973731003803,986,0.1
1683,0 days 00:45:00,0 days 01:00:00,0.3,3,2,1,2.928409454847663e-06,0.8,85827814,15799490,1169466,4578630,0.8999607212072983,0.8419660741659635,0.22468363126726115,0.7965472392945421,0.3505008149668517,0.2913191002943093,0.14565955014715487,0.6410822276476721,0.21248923197243533,986,0.1
1684,0 days 00:45:00,0 days 01:00:00,0.3,3,2,1,5.401934219220664e-06,0.7,86483953,16389100,904707,3597640,0.8996999881478958,0.8389406977762132,0.1800013408890094,0.7990588019981578,0.29381577189872365,0.24193069750631396,0.12096534875315701,0.6397449727488208,0.17220635794160166,986,0.1
1685,0 days 00:45:00,0 days 01:00:00,0.3,3,2,1,1.6669326388762665e-05,0.6,87425418,16399973,724817,2825192,0.8990131179497224,0.8405147734024739,0.14695280898759516,0.7958267148055118,0.24809399919403471,0.20364415974525973,0.1018220798726299,0.6378694671414986,0.14161376185702823,986,0.1
1686,0 days 00:45:00,0 days 01:00:00,0.3,3,2,1,2.6548092916946056e-05,0.5,87914375,16697255,568443,2195327,0.8976993388052935,0.839202480270155,0.11620047487421253,0.7943233337072187,0.20274208694058907,0.16525452585277148,0.08262726292638578,0.6347114913145517,0.11280633985106128,986,0.1
1687,0 days 00:45:00,0 days 01:00:00,0.3,3,2,2,1.5640865458925544e-12,0.99,74762370,20341132,2600766,9671132,0.8663234576809391,0.7863393477463181,0.3222393352264261,0.7880714132402339,0.4574351976042473,0.352362478867068,0.17618123943353395,0.5741872599521667,0.2965419649753488,986,0.1
1688,0 days 00:45:00,0 days 01:00:00,0.3,3,2,2,1.2160640430400247e-10,0.95,77250294,21095605,1902069,7127432,0.8663068269595464,0.7858198991575351,0.2525395123140008,0.7893494889695455,0.3826548408594335,0.2925061321857752,0.14625306609288766,0.574845323422185,0.2365944206138229,986,0.1
1689,0 days 00:45:00,0 days 01:00:00,0.3,3,2,2,1.0019228904068077e-09,0.9,78539353,21450782,1553727,5831538,0.8661418374091753,0.7857562439813961,0.2137478777464673,0.7896179757936919,0.33642597256197687,0.2558699870509876,0.12793499352549384,0.5750889925094909,0.20223083975414521,986,0.1
1690,0 days 00:45:00,0 days 01:00:00,0.3,3,2,2,8.537960066563913e-09,0.8,79949344,21887460,1161922,4376674,0.8659603570595255,0.7853383363414711,0.16664071238747108,0.7902136209248698,0.2752388867245045,0.20774090186263616,0.10387045093131822,0.5752868052718569,0.1595808744793637,986,0.1
1691,0 days 00:45:00,0 days 01:00:00,0.3,3,2,2,4.990287244995009e-08,0.7,81086748,21947530,920403,3420719,0.8656031499701043,0.7870281926772799,0.13484253485528308,0.7879803884802132,0.23027878981349015,0.17319294952216674,0.0865964747610834,0.5749684624879721,0.13012150642033682,986,0.1
1692,0 days 00:45:00,0 days 01:00:00,0.3,3,2,2,1.0393394619625445e-07,0.6,81674903,22276424,722767,2701306,0.8650308812097394,0.7858057711542867,0.10814857875395402,0.7889160073397968,0.19022074056354804,0.14210239021931187,0.0710511951096559,0.5746193298187874,0.10510715026250271,986,0.1
1693,0 days 00:45:00,0 days 01:00:00,0.3,3,2,2,2.3077920386501802e-07,0.5,82269220,22439421,567286,2099473,0.8636748793163329,0.7857357737433341,0.08555695297432721,0.7872751155991223,0.15434093789257697,0.11467597518586434,0.057337987592932176,0.5729716848058605,0.08362375319542838,986,0.1
1694,0 days 00:45:00,0 days 01:00:00,0.3,3,2,3,9.859728594437647e-15,0.99,70950409,24690766,2750346,8983879,0.8301945475526358,0.7444376272405039,0.26678466840556153,0.765613323419314,0.3956882873324088,0.2787914342203987,0.1393957171101993,0.5074529024499982,0.24664052765311595,986,0.1
1695,0 days 00:45:00,0 days 01:00:00,0.3,3,2,3,4.107885219712351e-13,0.95,73031875,25702085,2007415,6634025,0.8298232414983244,0.7419380975530708,0.20515841268476634,0.7676990177562999,0.3237882694304564,0.2254033020986814,0.11270165104934067,0.5073824559572999,0.1931666886261675,986,0.1
1696,0 days 00:45:00,0 days 01:00:00,0.3,3,2,3,1.321850262287545e-12,0.9,73859952,26446320,1619930,5449198,0.8295062579590382,0.7386156419440579,0.17084525794501912,0.7708444379561383,0.27969960255766213,0.19268480864843174,0.09634240432421583,0.5071887415306945,0.1625876521179129,986,0.1
1697,0 days 00:45:00,0 days 01:00:00,0.3,3,2,3,3.4332197076158106e-11,0.8,75542009,26530826,1228103,4074462,0.8297336825180497,0.7414777593377999,0.1331293467978475,0.768394541132452,0.22693988415291774,0.15588037000210894,0.0779401850010544,0.5084740049780481,0.12799333881834957,986,0.1
1698,0 days 00:45:00,0 days 01:00:00,0.3,3,2,3,1.4202124750098545e-10,0.7,76406074,26813573,959567,3196186,0.8298834496332252,0.7413454105875275,0.10650488729349676,0.7690991259586409,0.18710013770611725,0.1277985521020956,0.06389927605104782,0.509327137007739,0.10320489377134007,986,0.1
1699,0 days 00:45:00,0 days 01:00:00,0.3,3,2,3,7.99772944675645e-10,0.6,77357671,26739688,765812,2512229,0.8294865333718129,0.7438379740610978,0.08588254233047359,0.7663812014553815,0.15445633222151717,0.10533491347298372,0.052667456736491945,0.5095092860016954,0.0836915077752884,986,0.1
1700,0 days 00:45:00,0 days 01:00:00,0.3,3,2,3,2.2725858411222727e-09,0.5,77999322,26823511,601754,1950813,0.8286988844822192,0.744585212255321,0.06779700541357635,0.7642553554911585,0.12454558609087636,0.08456802818375928,0.04228401409187968,0.5083615751732768,0.06640821827883218,986,0.1
1701,0 days 00:45:00,0 days 01:00:00,0.3,3,2,4,7.878037838388746e-19,0.99,66908655,29223952,2771214,8471579,0.7971393375619484,0.7020251752263554,0.224736958871862,0.7535119609513401,0.34621451278143484,0.22047553031471567,0.11023776515735781,0.4495157112709377,0.20934668701423848,986,0.1
1702,0 days 00:45:00,0 days 01:00:00,0.3,3,2,4,1.687554956600306e-16,0.95,69228670,29875058,2060487,6211185,0.7971742284849617,0.7025804327620665,0.17212057791663155,0.750898367343386,0.2800485550323995,0.17687868084534816,0.08843934042267412,0.4494459537671783,0.16282352379876336,986,0.1
1703,0 days 00:45:00,0 days 01:00:00,0.3,3,2,4,2.616225258214222e-15,0.9,70468562,30144631,1695431,5066776,0.7972600829594076,0.7034696774121447,0.14389586874503482,0.7492784530257651,0.24142672108244004,0.15180428352511094,0.07590214176255544,0.4496693252248017,0.13728556209556614,986,0.1
1704,0 days 00:45:00,0 days 01:00:00,0.3,3,2,4,1.297887565526035e-13,0.8,72192677,30113207,1294049,3775467,0.7977085739115677,0.7075004516863267,0.11140792938667356,0.7447391427505111,0.19382147887260678,0.12167724278467452,0.060838621392337255,0.45039432285725844,0.10731025566156434,986,0.1
1705,0 days 00:45:00,0 days 01:00:00,0.3,3,2,4,9.953616839130745e-13,0.7,73198426,30204675,1020494,2951805,0.7978518545004761,0.7091962497927831,0.08902648893971857,0.7430973851666252,0.15900361280396536,0.09950509563762432,0.049752547818812234,0.4509913002630399,0.0863682372816271,986,0.1
1706,0 days 00:45:00,0 days 01:00:00,0.3,3,2,4,9.776649633340696e-12,0.6,74260521,29981947,819735,2313197,0.7977576666782004,0.7131402351004047,0.07162677460115985,0.7383489332037848,0.1305855277040729,0.08173920552333688,0.04086960276166851,0.45073153911062114,0.06985370533892031,986,0.1
1707,0 days 00:45:00,0 days 01:00:00,0.3,3,2,4,4.27015891951944e-11,0.5,75011462,29924634,650520,1788784,0.7967770125703432,0.7152499175788868,0.05640464235043981,0.733317372496417,0.10475206046534152,0.06531788255543174,0.032658941277715875,0.4481473009892781,0.055270900593123125,986,0.1
1708,0 days 00:45:00,0 days 01:00:00,0.3,3,2,5,2.1064129406869534e-21,0.99,64641188,32025396,2909047,7799769,0.7656972970210755,0.6746513354082965,0.19585026201398037,0.7283502676673126,0.3086940251154961,0.17975502182803238,0.08987751091401618,0.3970527843508441,0.18251814260667776,986,0.1
1709,0 days 00:45:00,0 days 01:00:00,0.3,3,2,5,8.870967329210373e-21,0.95,65845990,33650826,2076605,5801979,0.7659592667456656,0.6672661428967901,0.14706125457999755,0.7364240833124328,0.24516411297373927,0.13996332892433352,0.06998166446216682,0.3982140043084976,0.13970771556831652,986,0.1
1710,0 days 00:45:00,0 days 01:00:00,0.3,3,2,5,8.751547350059369e-21,0.9,66262007,34668991,1657144,4787258,0.7662505503736322,0.6616903406180559,0.1213307935075126,0.7428552719088598,0.20859216136172012,0.11753776862009799,0.058768884310049015,0.3993632656175914,0.11644035314720923,986,0.1
1711,0 days 00:45:00,0 days 01:00:00,0.3,3,2,5,2.7557657221458688e-19,0.8,67595584,34946186,1245496,3588134,0.7670921417897272,0.662942517559888,0.09311528009317409,0.7423269882055515,0.165473996349839,0.09290880193302704,0.04645440096651361,0.40152746816605933,0.09019986417232297,986,0.1
1712,0 days 00:45:00,0 days 01:00:00,0.3,3,2,5,1.1425194384375241e-18,0.7,68266766,35321213,967267,2820154,0.767960952132529,0.6620410261568292,0.07393951034843613,0.7446106466643133,0.1345211314002208,0.0751720975514661,0.03758604877573295,0.4036327326150393,0.07211077737974689,986,0.1
1713,0 days 00:45:00,0 days 01:00:00,0.3,3,2,5,4.734954695561051e-17,0.6,69522386,34865591,779724,2207699,0.7682859759763243,0.6680308990699918,0.05954958408061437,0.7389977917422474,0.11021765888190756,0.06191083372842761,0.030955416864213794,0.4049977277310443,0.058322938300236805,986,0.1
1714,0 days 00:45:00,0 days 01:00:00,0.3,3,2,5,4.640450456858677e-17,0.5,69692268,35355778,603816,1723538,0.7670706986260029,0.6651039809863339,0.04648246477901588,0.7405568727404598,0.08747443009013449,0.048670045900588016,0.024335022950293994,0.403989184465706,0.04573765259214654,986,0.1
1715,0 days 00:45:00,0 days 01:00:00,0.3,3,2,6,3.605438951782871e-25,0.99,62604540,34628871,2930938,7211051,0.7380016930504153,0.6502009864456849,0.1723485765580538,0.7110095465494983,0.2774446287671109,0.14787955503749367,0.07393977751874686,0.3548678598200263,0.16106572444666017,986,0.1
1716,0 days 00:45:00,0 days 01:00:00,0.3,3,2,6,6.785668836030693e-23,0.95,64585919,35332356,2161222,5295903,0.7380437145961838,0.6508178037055042,0.13035023233459253,0.710180263841628,0.22027079995867352,0.11659656713341889,0.0582982835667095,0.3565677139852579,0.12376646961434283,986,0.1
1717,0 days 00:45:00,0 days 01:00:00,0.3,3,2,6,1.881694850028268e-21,0.9,65772377,35508751,1781627,4312645,0.7380177251264914,0.6527102297174213,0.10829969396351649,0.7076554837066675,0.18785069183791467,0.09916629069156209,0.049583145345780996,0.3570595562995399,0.10366181803663642,986,0.1
1718,0 days 00:45:00,0 days 01:00:00,0.3,3,2,6,5.785959786613903e-20,0.8,67077604,35732376,1342814,3222606,0.7387681747570812,0.6547143014135454,0.08272641481389979,0.7058728441194896,0.1480963342204422,0.07791055980508084,0.038955279902540406,0.3583153793675268,0.0799697829628201,986,0.1
1719,0 days 00:45:00,0 days 01:00:00,0.3,3,2,6,5.802153069469225e-20,0.7,67387493,36413598,1033651,2540658,0.7396618280393134,0.6512492712483493,0.0652215768156373,0.7108109567471643,0.11948007180585567,0.062298499670229865,0.031149249835114905,0.36000926815990275,0.0635356584179312,986,0.1
1720,0 days 00:45:00,0 days 01:00:00,0.3,3,2,6,3.68302768888123e-20,0.6,67502160,37054898,801931,2016411,0.7403986288664148,0.6474348035024782,0.051608483350276284,0.71546001159547,0.09627251370511537,0.049744951463146864,0.02487247573157346,0.36106119138383014,0.05057053301913765,986,0.1
1721,0 days 00:45:00,0 days 01:00:00,0.3,3,2,6,1.7536200950778182e-19,0.5,68087025,37093472,622347,1572556,0.7419191097249589,0.6487480465730512,0.04067022348403617,0.7164580849358719,0.07697112921876402,0.039825118739747103,0.019912559369873493,0.36379316075320717,0.04002598733085805,986,0.1
1722,0 days 00:45:00,0 days 01:00:00,0.3,3,5,1,3.5555609651369806e-10,0.99,12799692,2348766,402645,1628961,0.9011586047843274,0.8398486175604468,0.4095205628742244,0.8018095044019362,0.5421436954816782,0.4571624041456086,0.22858120207280433,0.6467596636854751,0.37187732000843765,986,0.1
1723,0 days 00:45:00,0 days 01:00:00,0.3,3,5,1,6.534022922736257e-08,0.95,13300530,2385934,303060,1190540,0.9006692320116969,0.8434817239330424,0.3328809324491105,0.797094268880557,0.469634171019989,0.39548868203120185,0.19774434101560087,0.6449928137661348,0.30687706306994605,986,0.1
1724,0 days 00:45:00,0 days 01:00:00,0.3,3,5,1,4.850208587869653e-07,0.9,13529530,2429736,248736,972062,0.9003921849378332,0.8440941779960773,0.28574947718823984,0.7962513044746141,0.4205697404661796,0.3528915600328078,0.17644578001640387,0.6440052049359511,0.2662793991235255,986,0.1
1725,0 days 00:45:00,0 days 01:00:00,0.3,3,5,1,1.7668206408846294e-06,0.8,13715997,2549129,183659,731279,0.9001660900203923,0.8409326065374378,0.2229231851647722,0.7992661797848597,0.34861439318711734,0.2894364468463268,0.14471822342316332,0.6425425860051374,0.21110417321604924,986,0.1
1726,0 days 00:45:00,0 days 01:00:00,0.3,3,5,1,6.115900112937629e-06,0.7,13879400,2583833,144616,572215,0.8997537043706496,0.8411851667141635,0.1813074452606551,0.7982564928135083,0.2954985167365156,0.244094231149019,0.12204711557450959,0.6413108309255912,0.1733636019903874,986,0.1
1727,0 days 00:45:00,0 days 01:00:00,0.3,3,5,1,9.57593182533856e-06,0.6,13958371,2656517,113314,451862,0.8990547744125833,0.8387764446046301,0.1453690170986228,0.7995067023369712,0.24600802220192702,0.20155716097947804,0.10077858048973921,0.63961895587729,0.1402560703332068,986,0.1
1728,0 days 00:45:00,0 days 01:00:00,0.3,3,5,1,4.1651095254582e-05,0.5,14146303,2593728,91792,348241,0.8978135275013793,0.8436839350540254,0.11837004400794161,0.7913974633720653,0.20593778477954772,0.16890330459880423,0.08445165229940209,0.6364558148171731,0.11478854135180722,986,0.1
1729,0 days 00:45:00,0 days 01:00:00,0.3,3,5,2,1.556841137492805e-12,0.99,11988889,3237650,415110,1538415,0.866590831487565,0.7873837955434857,0.32210930965135526,0.7875071985257419,0.4572091316112869,0.3527409755630438,0.17637048778152195,0.5748751617904077,0.2963519819694,986,0.1
1730,0 days 00:45:00,0 days 01:00:00,0.3,3,5,2,7.148904433009634e-11,0.95,12350923,3392466,301973,1134702,0.8662198207537939,0.7849577859546972,0.2506427859536028,0.7898111959907426,0.3805271198453749,0.2904422370498072,0.1452211185249037,0.5743260803018652,0.23496973892458306,986,0.1
1731,0 days 00:45:00,0 days 01:00:00,0.3,3,5,2,1.0654300958837954e-09,0.9,12593621,3411985,250037,924421,0.8658806856375754,0.7868446823015327,0.21317676435278432,0.7871043494105366,0.33549040586013373,0.2553802651992633,0.1276901325996317,0.5739299778809613,0.20155510490373477,986,0.1
1732,0 days 00:45:00,0 days 01:00:00,0.3,3,5,2,1.1982766961662969e-08,0.8,12839097,3460559,188676,691732,0.8654358406621651,0.7875889752215126,0.16659044368518489,0.7856948142224969,0.2748950414081987,0.2079145954387886,0.10395729771939413,0.573386100468047,0.1593497485698463,986,0.1
1733,0 days 00:45:00,0 days 01:00:00,0.3,3,5,2,1.4521940354151119e-08,0.7,12898894,3591415,144052,545703,0.8650407813334432,0.7825696691234677,0.13190414196549385,0.7911548303383086,0.22611036171865306,0.16891263175746501,0.08445631587873262,0.5733654001948225,0.12746585629629284,986,0.1
1734,0 days 00:45:00,0 days 01:00:00,0.3,3,5,2,2.974185383423741e-08,0.6,12987558,3648740,113317,430449,0.8640448644527912,0.7810219449706357,0.10552318120096911,0.7916070515626207,0.18622244862863688,0.13807880102979045,0.06903940051489524,0.5722830168524946,0.1026710516335576,986,0.1
1735,0 days 00:45:00,0 days 01:00:00,0.3,3,5,2,1.0007522980483268e-07,0.5,13112142,3644700,90206,333016,0.8623169588579813,0.7826023232509495,0.08372040638396507,0.7868589062005283,0.15133864644309916,0.11178561467737809,0.05589280733868913,0.5693537223478669,0.08186390987831134,986,0.1
1736,0 days 00:45:00,0 days 01:00:00,0.3,3,5,3,3.479047001352033e-15,0.99,11326221,3986753,432649,1434441,0.829973802125922,0.7427598639911935,0.26459872124111405,0.768276301624453,0.393629282283731,0.27668865796347547,0.13834432898173765,0.5079249812343054,0.24504261559457607,986,0.1
1737,0 days 00:45:00,0 days 01:00:00,0.3,3,5,3,3.2230663479022224e-13,0.95,11696539,4109181,319955,1054389,0.8294111401616429,0.7421932770448352,0.20419767718845683,0.7671943851030019,0.32254599861668415,0.22456110761689882,0.11228055380844953,0.5072137578364173,0.19228306609343443,986,0.1
